title,link
OneRepublic - Didn’t I (Official Music Video),https://www.youtube.com/watch?v=OPGtpO1g_jk
James Blunt - The Greatest (Official Music Video),https://www.youtube.com/watch?v=0ggg_iCrE6I
Calum Scott - You Are The Reason (Official Video),https://www.youtube.com/watch?v=ShZ978fBl6Y
Kodaline - Wherever You Are (Official Video),https://www.youtube.com/watch?v=vhCEaGWTu10
Maroon 5 - Memories (Official Video),https://www.youtube.com/watch?v=SlPhMPnQ58k
Jaymes Young - I'll Be Good [Official Video],https://www.youtube.com/watch?v=scd-uNNxgrU
Dean Lewis - Be Alright (Official Video),https://www.youtube.com/watch?v=I0czvJ_jikg
Chord Overstreet - Hold On (Lyric Video),https://www.youtube.com/watch?v=8ofCZObsnOo
James Blunt - Monsters (Official Music Video),https://www.youtube.com/watch?v=DTFbGcnl0po
Vancouver Sleep Clinic - Someone to Stay (Official Video),https://www.youtube.com/watch?v=rAu6y6uBqPc
Post Malone - Feeling Whitney (Lyrics),https://www.youtube.com/watch?v=2L4b5UKCaFg
8 Letters - Why Don't We [Official Music Video],https://www.youtube.com/watch?v=C3DlM19x4RQ
Madison Beer - Selfish (Official Music Video),https://www.youtube.com/watch?v=978iHuFKfS4
X Ambassadors - Unsteady,https://www.youtube.com/watch?v=V0lw3qylVfY
Billie Eilish - everything i wanted (Official Music Video),https://www.youtube.com/watch?v=EgBJmlPo8Xw
Todrick Hall - Over the Rainbow (Official Music Video),https://www.youtube.com/watch?v=7cKa7IsPWKk
Lewis Capaldi - Before You Go (Official Video),https://www.youtube.com/watch?v=Jtauh8GcxBY
Kodaline - All I Want (Part 1),https://www.youtube.com/watch?v=mtf7hC17IBM
The Cinematic Orchestra - 'To Build A Home' (Official Video),https://www.youtube.com/watch?v=oUFJJNQGwhk
Sasha Alex Sloan - Older (Lyric Video),https://www.youtube.com/watch?v=r1Fx0tqK5Z4
James Arthur - Quite Miss Home,https://www.youtube.com/watch?v=DxNApvfnASM
Lia Marie Johnson - DNA (Official Video),https://www.youtube.com/watch?v=4Y7pRYhvOBU
Calum Scott - Dancing On My Own (Official Video),https://www.youtube.com/watch?v=q31tGyBJhRY
Christina Perri - A Thousand Years [Official Music Video],https://www.youtube.com/watch?v=rtOvBOTyX00
Dan + Shay Justin Bieber - 10000 Hours (Piano),https://www.youtube.com/watch?v=QonvLZIyCzY
Gavin James - Nervous (Official Video),https://www.youtube.com/watch?v=mAxpawLGPQM
OneRepublic - Let's Hurt Tonight,https://www.youtube.com/watch?v=8wGN7D03Nho
Lewis Capaldi - Bruises (Official Video),https://www.youtube.com/watch?v=QwtRXG1QpR4
Selena Gomez - Lose You To Love Me (Official Music Video),https://www.youtube.com/watch?v=zlJDTxahav0
Kodaline - High Hopes,https://www.youtube.com/watch?v=E4povfmX144
NF - If You Want Love,https://www.youtube.com/watch?v=LfxY1sg5_rw
Kodaline - Brother (Official Video),https://www.youtube.com/watch?v=m6TXPNybrmk
"M83 - ""Wait"" (Official Video)",https://www.youtube.com/watch?v=lAwYodrBr2Q
Logic - 1-800-273-8255 ft. Alessia Cara Khalid (Official Video),https://www.youtube.com/watch?v=Kb24RrHIbFk
SYML - Where's My Love (Acoustic),https://www.youtube.com/watch?v=b3LJlZBWI8w
James Smith - Tell Me That You Love Me,https://www.youtube.com/watch?v=cdG-VkY9XmA
Lauv - The Story Never Ends (Piano Version),https://www.youtube.com/watch?v=bZTRANMcKXM
A Great Big World Christina Aguilera - Say Something,https://www.youtube.com/watch?v=-2U0Ivkn2Ds
Demi Lovato - Sober (Lyrics),https://www.youtube.com/watch?v=A-_9VonfUko
Anson Seabra - Welcome to Wonderland (Official Lyric Video),https://www.youtube.com/watch?v=NN6J-aYI0d4
Tom Odell - Another Love (Official Video),https://www.youtube.com/watch?v=MwpMEbgC7DA
Birdy - People Help The People (Official Music Video),https://www.youtube.com/watch?v=OmLNs6zQIHo
Lauv - Sad Forever [Official Video],https://www.youtube.com/watch?v=Klsi8CbSm8Y
Tori Kelly - I Was Made For Loving You  ft. Ed Sheeran (Official Audio),https://www.youtube.com/watch?v=dFD02LYcw4k
James Arthur - Empty Space (Official Video),https://www.youtube.com/watch?v=0VD9x50vh8o
GJan - One More Drink (Official),https://www.youtube.com/watch?v=fegRyCLktS4
Alec Benjamin - Let Me Down Slowly [Official Music Video],https://www.youtube.com/watch?v=50VNCymT-Cs
Ali Gatie - It's You [Official Music Video],https://www.youtube.com/watch?v=F-cO2CMue4Q
James Arthur - Safe Inside,https://www.youtube.com/watch?v=2TtgkKZNTa8
Lord Huron - The Night We Met (Official Lyric Video),https://www.youtube.com/watch?v=wGF7PswOENQ
Ed Sheeran - Photograph (Official Music Video),https://www.youtube.com/watch?v=nSDgHBxUbVQ
James Arthur - Falling Like The Stars (Lyric Video),https://www.youtube.com/watch?v=IQ7N7xRsRPo
James Arthur - Can I Be Him,https://www.youtube.com/watch?v=L3dPK8tDn6g
Kina - Can We Kiss Forever? (ft. Adriana Proenza),https://www.youtube.com/watch?v=qz7tCZE_3wA
Gabrielle Aplin - The Power of Love (Official Video),https://www.youtube.com/watch?v=zNpeK7sDLzE
FINNEAS - I Lost A Friend (Official Video),https://www.youtube.com/watch?v=3mMVcCMO_Ng
Labrinth - Jealous (Official Video),https://www.youtube.com/watch?v=50VWOBi0VFs
Gabrielle Aplin - Please Don't Say You Love Me (Official Video),https://www.youtube.com/watch?v=PxNYvk_0Onw
"SYML - ""Meant to Stay Hid"" [Official Lyric Video]",https://www.youtube.com/watch?v=WldTsZdGc8o
Birdy - Not About Angels (from The Fault In Our Stars Soundtrack) [Official Video],https://www.youtube.com/watch?v=kxVUee4WsoA
NF - How Could You Leave Us,https://www.youtube.com/watch?v=wOzQMCyPc8o
Tom Walker - Leave a Light On (Official Video),https://www.youtube.com/watch?v=nqnkBdExjws
Dean Lewis - Waves (Official Video),https://www.youtube.com/watch?v=dKlgCk3IGBg
Calum Scott - No Matter What (Official Video),https://www.youtube.com/watch?v=kBIhqNT5gsE
Thomas Rhett - Marry Me,https://www.youtube.com/watch?v=p_IwENcMPOA
Amber Run - I Found,https://www.youtube.com/watch?v=Yj6V_a1-EUA
Noah Cyrus - Lonely (Official Video),https://www.youtube.com/watch?v=JhvyWCyXuqg
Isaiah Firebrace - It's Gotta Be You,https://www.youtube.com/watch?v=T7FUpbgDgTs
Tom Walker - Fly Away With Me (Official Video),https://www.youtube.com/watch?v=s5dhDn3R0A0
gnash - i hate u i love u ft. olivia o'brien (music video),https://www.youtube.com/watch?v=BiQIc7fG9pA
Lea Michele - Run to You (Audio),https://www.youtube.com/watch?v=D2C96iZHObk
Lauv & LANY - Mean It [Official Visualizer],https://www.youtube.com/watch?v=mAxMNppfUp4
Billie Eilish Khalid - lovely,https://www.youtube.com/watch?v=V1Pl8CzNzCw
Harry Hudson - Gone,https://www.youtube.com/watch?v=76DwOy4cWsQ
Ed Sheeran - Way To Break My Heart (feat. Skrillex) [Official Lyric Video],https://www.youtube.com/watch?v=maLJbH4KyVU
NF - Trauma (Audio),https://www.youtube.com/watch?v=akhttJU-0mc
Isaiah Firebrace - Don't Come Easy,https://www.youtube.com/watch?v=f--29-u64Ag
shallou - All Your Days (with Emmit Fenn) [Audio],https://www.youtube.com/watch?v=VEcYSFTPoOU
ODESZA - Line Of Sight (Reprise) (feat. WYNNE & Mansionair),https://www.youtube.com/watch?v=1JpWT3KtpKE
Kina - get you the moon (ft. Snow),https://www.youtube.com/watch?v=WTsmIbNku5g
We The Kings - Sad Song (Lyric Video) ft. Elena Coats,https://www.youtube.com/watch?v=BZsXcc_tC-o
Twinings Advert 2011 - Charlene Soraia Wherever You Will Go - Twinings Advert Song,https://www.youtube.com/watch?v=t5THMr7YbEM
"""I Wouldn't Mind"" by He Is We (Lyric Video)",https://www.youtube.com/watch?v=0j3SI7FRJVk
shallou - You and Me | Nomad Series,https://www.youtube.com/watch?v=1trifshoIw0
Andrew Belle - In My Veins (Feat. Erin McCarley) - Official Song,https://www.youtube.com/watch?v=q0KZuZF01FA
Jaden - Summertime In Paris ft. Willow (Official Audio),https://www.youtube.com/watch?v=8rL4jorQlXw
Selena Gomez - Only You (Lyric Video),https://www.youtube.com/watch?v=T2urfFpDX1c
YEAST - Black Nights (Official video),https://www.youtube.com/watch?v=vkUHSZ7skG4
Sody - Let You Know (Official Video),https://www.youtube.com/watch?v=MCLhcswTs4E
Kaskade - Cold as Stone ft. Charlotte Lawrence,https://www.youtube.com/watch?v=CryTUJO-mMQ
James Arthur - Say You Won't Let Go,https://www.youtube.com/watch?v=0yW7w8F2TVA
If I Stay Official Soundtrack | Heart Like Yours - Willamette Stone | WaterTower,https://www.youtube.com/watch?v=Lp6MUboaOqw
"Sam Smith - Fire On Fire (From ""Watership Down"")",https://www.youtube.com/watch?v=vk_xq1P7vIU
Ed Sheeran - The A Team [Official Music Video],https://www.youtube.com/watch?v=UAWcs5H-qgQ
Beyoncé - If I Were A Boy,https://www.youtube.com/watch?v=AWpsOqh8q0M
Conor Maynard - This Is My Version (Official Video),https://www.youtube.com/watch?v=C5Mj2x1eeOI
Little Mix - Secret Love Song (Official Video) ft. Jason Derulo,https://www.youtube.com/watch?v=qgy7vEje5-w
Ed Sheeran - Castle On The Hill [Official Music Video],https://www.youtube.com/watch?v=K0ibBPhiaG0
Demi Lovato - Stone Cold (Official Video),https://www.youtube.com/watch?v=WDAd0S92Uko
Labrinth - Beneath Your Beautiful (Official Video) ft. Emeli Sandé,https://www.youtube.com/watch?v=bqIxCtEveG8
Passenger | Let Her Go (Official Video),https://www.youtube.com/watch?v=RBumgq5yVrA
Ed Sheeran - All Of The Stars [Official Music Video],https://www.youtube.com/watch?v=nkqVm5aiC28
Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,https://www.youtube.com/watch?v=RgKAFK5djSk
christina perri - jar of hearts [official music video],https://www.youtube.com/watch?v=8v_4O44sfjM
Christina Perri - Human [Official Video],https://www.youtube.com/watch?v=r5yaoMjaAmE
Sia - Alive (The fifth wave movie),https://www.youtube.com/watch?v=c7PLgW7LwhU
Zara Larsson - Uncover,https://www.youtube.com/watch?v=U-PXEe-qeK4
Sam Hunt - Take Your Time (Official Music Video),https://www.youtube.com/watch?v=iXi6IHFHeIA
Ed Sheeran - Give Me Love (Official Music Video),https://www.youtube.com/watch?v=FOjdXSrtUxA
One Direction - Story of My Life,https://www.youtube.com/watch?v=W-TE_Ys4iwM
Demi Lovato - Skyscraper (Official Video),https://www.youtube.com/watch?v=r_8ydghbGSg
Lukas Graham - 7 Years [Official Music Video],https://www.youtube.com/watch?v=LHCob76kigA
5 Seconds of Summer - Amnesia (Official Video),https://www.youtube.com/watch?v=DCCJCILiX3o
Charlie Puth - One Call Away [Official Video],https://www.youtube.com/watch?v=BxuY9FET9Y4
Dynasty (Official Music Video) | MIIA,https://www.youtube.com/watch?v=5-ZiKXrnvog
James Bay - Hold Back The River,https://www.youtube.com/watch?v=mqiH0ZSkM9I
Meghan Trainor - Like I'm Gonna Lose You (Official Video) ft. John Legend,https://www.youtube.com/watch?v=2-MBfn8XjIU
James Arthur - Impossible (Official Video),https://www.youtube.com/watch?v=Mhj15W23IjA
Avril Lavigne - When You're Gone (Official Video),https://www.youtube.com/watch?v=0G3_kG5FFfQ
Beyoncé - Halo,https://www.youtube.com/watch?v=bnVUHWCynig
The Script - Hall of Fame (Official Video) ft. will.i.am,https://www.youtube.com/watch?v=mk48xRzuNvA
Ellie Goulding - Beating Heart,https://www.youtube.com/watch?v=wrNTOo4KH8c
Dermot Kennedy - Outnumbered (Official Music Video),https://www.youtube.com/watch?v=A48hOToMuRE
Ed Sheeran - I See Fire (Music Video),https://www.youtube.com/watch?v=2fngvQS_PmQ
Ellie Goulding - How Long Will I Love You (Official Video),https://www.youtube.com/watch?v=an4ySOlsUMY
David Guetta - Without You ft. Usher (Official Video),https://www.youtube.com/watch?v=jUe8uoKdHao
Coldplay - Fix You (Official Video),https://www.youtube.com/watch?v=k4V3Mo61fJM
Jacob Lee - I Belong to You (Music Video),https://www.youtube.com/watch?v=-Vo_t4pgDqA
Ed Sheeran - Supermarket Flowers [Official Audio],https://www.youtube.com/watch?v=bIB8EWqCPrQ
Birdy - Skinny Love (Official Music Video),https://www.youtube.com/watch?v=aNzCDt2eidg
Skylar Grey - Coming Home Pt. II (Official Video),https://www.youtube.com/watch?v=k84QxVJd0tI
Ben Platt - Grow As We Go [Official Video],https://www.youtube.com/watch?v=aDeNQNtW1f8
Billie Eilish - TV (Official Lyric Video),https://www.youtube.com/watch?v=_JGGLJMpVks
Olivia Rodrigo - happier (Lyric Video),https://www.youtube.com/watch?v=ZQFmRXgeR-s
JP Saxe - If the World Was Ending (Official Video) ft. Julia Michaels,https://www.youtube.com/watch?v=1jO2wSpAoxA
Dean Lewis - How Do I Say Goodbye (Official Video),https://www.youtube.com/watch?v=QCtEe-zsCtQ
Gracie Abrams - 21 (acoustic),https://www.youtube.com/watch?v=rputRf_z7Tk
Sara Kays - Remember That Night? [Official Music Video],https://www.youtube.com/watch?v=HiQ8BVMyF6Q
Gracie Abrams - Where do we go now? (Official Music Video),https://www.youtube.com/watch?v=TydmNr585qY
James Bay - Let It Go,https://www.youtube.com/watch?v=GsPq9mzFNGY
Kesha - Praying (Official Video),https://www.youtube.com/watch?v=v-Dur3uXXCQ
Jorja Smith - Loving You (feat. Maverick Sabre),https://www.youtube.com/watch?v=DJevwthvk_A
Rachel Platten - Girls (Official Music Video),https://www.youtube.com/watch?v=LQMeq7enX9k
Billie Eilish - BIRDS OF A FEATHER (Official Music Video),https://www.youtube.com/watch?v=V9PVRfjEBTI
